Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
UPSRTC - STD0072,Janrath AC Seater 2+2,20:30,05:45,09h 15m,955,29 Seats available,2.6,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SBD0047,Pink Express AC Seater 2+2,21:00,06:00,09h 00m,955,36 Seats available,2.5,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - BRT0037,Ordinary Non AC Seater 2+3,21:10,08:00,10h 50m,698,52 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - AWD0116,Janrath AC Seater 2+3,21:30,07:30,10h 00m,827,48 Seats available,3.4,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SBD0118,Pink Express AC Seater 2+2,22:40,07:00,08h 20m,955,41 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SBD0093,Janrath AC Seater 2+2,22:40,07:00,08h 20m,955,36 Seats available,2.0,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SBD0114,Pink Express AC Seater 2+2,23:30,08:00,08h 30m,955,41 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SBD0055,Pink Express AC Seater 2+2,23:30,09:00,09h 30m,955,40 Seats available,2.4,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),20:45,05:55,09h 10m,799,13 Seats available,4.6,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),20:45,05:55,09h 10m,799,13 Seats available,,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:30,06:30,08h 00m,449,28 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:15,07:30,08h 15m,369,28 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),23:15,07:15,08h 00m,449,33 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,07:30,08h 00m,339,20 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:45,07:45,08h 00m,369,38 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,08:00,08h 05m,662,11 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,625,14 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,07:20,09h 20m,333,28 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,06:30,08h 30m,395,16 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:30,07:30,09h 00m,569,19 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-lucknow,Delhi to Lucknow
RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,04:20,04h 50m,891,15 Seats available,3.7,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:40,04:20,04h 40m,713,7 Seats available,4.6,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05:00,05h 05m,599,10 Seats available,4.0,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:55,03:00,05h 05m,709,9 Seats available,4.8,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+2),21:35,01:25,03h 50m,650,1 Seat available,4.5,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,02:05,04h 35m,1231,3 Seats available,4.8,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:00,04h 30m,799,1 Seat available,3.7,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),23:50,04:10,04h 20m,899,6 Seats available,5.0,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:35,04:05,04h 30m,1449,1 Seat available,3.6,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:30,02:50,04h 20m,665,1 Seat available,4.1,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
UPSRTC - JNP0013,Ordinary Non AC Seater 2+3,20:20,03:00,06h 40m,480,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0089,Ordinary Non AC Seater 2+3,20:29,04:30,08h 01m,480,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - JNP0012,Ordinary Non AC Seater 2+3,20:30,04:00,07h 30m,480,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0041,Ordinary Non AC Seater 2+3,20:30,03:30,07h 00m,480,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - ALM0177,Shatabdi AC Seater 2+2,20:47,02:51,06h 04m,698,37 Seats available,1.2,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0098,Ordinary Non AC Seater 2+3,20:59,05:00,08h 01m,480,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0047,Ordinary Non AC Seater 2+3,21:00,04:00,07h 00m,480,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0029,Ordinary Non AC Seater 2+3,21:25,04:59,07h 34m,480,51 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CNT0085,Ordinary Non AC Seater 2+3,21:26,05:25,07h 59m,480,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
UPSRTC - CBG0022,Shatabdi AC Seater 2+2,21:30,05:00,07h 30m,724,37 Seats available,1.7,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,499,8 Seats available,4.6,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,05:45,06h 30m,381,12 Seats available,3.5,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
Goyal Travels,VE A/C Seater / Sleeper (2+1),00:19,06:50,06h 31m,450,16 Seats available,2.0,https://www.redbus.in/bus-tickets/lucknow-to-varanasi,Lucknow to Varanasi
FlixBus,Bharat Benz A/C Sleeper (2+1),19:30,00:45,05h 15m,809,1 Seat available,4.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
NueGo,Electric A/C Seater (2+2),20:25,01:50,05h 25m,284,26 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
Fouji travels,A/C Seater / Sleeper (2+1),21:00,00:00,03h 00m,499,8 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
VGO BUS,VE A/C Seater / Sleeper (2+1),21:10,02:10,05h 00m,499,12 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:20,02:05,04h 45m,359,22 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,01:25,03h 40m,373,13 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
DURGA TRAVELS,A/C Sleeper (2+1),23:30,02:30,03h 00m,405,18 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,01:30,03h 40m,456,7 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
Gola Bus Service,A/C Seater/Sleeper (2+1),21:50,01:25,03h 35m,499,26 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,02:20,04h 20m,333,31 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra
UPSRTC - AWD0093,Janrath AC Seater 2+2,20:30,03:30,07h 00m,698,36 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - ALM0338,Shatabdi AC Seater 2+2,21:00,03:30,06h 30m,724,37 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - CBG0047,Janrath AC Seater 2+2,21:00,04:00,07h 00m,698,36 Seats available,2.2,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - AWD0092,Janrath AC Seater 2+2,21:30,04:30,07h 00m,698,36 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - JNP0200,Ordinary Non AC Seater 2+3,21:31,05:01,07h 30m,480,52 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - ALM0320,Shatabdi AC Seater 2+2,21:59,04:28,06h 29m,698,37 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - ALM0150,Volvo AC Seater 2+2,22:29,04:19,05h 50m,996,38 Seats available,4.5,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - CHL0016,Ordinary Non AC Seater 2+3,22:30,05:00,06h 30m,480,52 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - AWD0095,Pink Express AC Seater 2+2,23:00,06:00,07h 00m,698,41 Seats available,2.8,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - CNT0145,Ordinary Non AC Seater 2+3,23:01,06:58,07h 57m,480,51 Seats available,3.3,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - HDD0002,Janrath AC Seater 2+2,23:30,06:30,07h 00m,698,36 Seats available,4.1,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,400,13 Seats available,4.5,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,06:00,07h 30m,381,15 Seats available,3.9,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),20:00,01:45,05h 45m,799,7 Seats available,4.4,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Yolo Bus,A/C Sleeper (2+1),22:15,05:49,07h 34m,599,12 Seats available,3.9,https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
UPSRTC - BLP0012,Ordinary Non AC Seater 2+3,23:35,04:40,05h 05m,275,52 Seats available,3.3,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
UPSRTC - BRT0007,Ordinary Non AC Seater 2+3,23:50,04:00,04h 10m,293,52 Seats available,3.3,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
UPSRTC - HPR0050,Janrath AC Seater 2+3,23:59,03:59,04h 00m,333,48 Seats available,3.3,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:00,01:50,03h 50m,499,4 Seats available,3.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),Bharat Benz A/C Seater /Sleeper (2+1),22:30,03:00,04h 30m,699,3 Seats available,4.4,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),22:30,02:10,03h 40m,449,25 Seats available,3.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:55,04:00,04h 05m,463,5 Seats available,4.4,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Rinku Travels,A/C Seater / Sleeper (2+1),21:45,02:00,04h 15m,500,14 Seats available,1.0,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,03:30,04h 00m,599,9 Seats available,1.9,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Rahul Travels,AshokLeyland Stile A/C,23:50,04:00,04h 10m,826,16 Seats available,1.0,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Fasttrack Travels,A/C Seater/Sleeper (2+1),23:58,04:40,04h 42m,599,14 Seats available,2.9,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
UPSRTC - JHD0033,Ordinary Non AC Seater 2+3,22:15,03:45,05h 30m,381,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
UPSRTC - AWD0119,Janrath AC Seater 2+3,22:30,03:50,05h 20m,477,48 Seats available,2.9,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
UPSRTC - JHD0019,Ordinary Non AC Seater 2+3,22:55,04:30,05h 35m,381,52 Seats available,3.4,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
UPSRTC - JHD0021,Ordinary Non AC Seater 2+3,23:35,04:30,04h 55m,381,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
UPSRTC - JHD0024,Ordinary Non AC Seater 2+3,23:59,05:15,05h 16m,381,52 Seats available,1.9,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,00:57,04h 57m,699,18 Seats available,4.5,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Jai Shrinath Ji Ki Travels,A/C Sleeper (2+1),21:10,01:50,04h 40m,500,24 Seats available,3.0,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Babu Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:30,01:45,04h 15m,599,13 Seats available,4.3,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Samreen Travels,AC Sleeper (2+1),21:30,01:55,04h 25m,800,19 Seats available,4.0,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:30,02:19,04h 49m,599,27 Seats available,4.1,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Betwa Tourist Bus service,NON A/C Sleeper (2+1),21:55,01:45,03h 50m,699,30 Seats available,5.0,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Shatabdi Travels,Bharat Benz A/C Sleeper (2+1),22:00,02:00,04h 00m,700,12 Seats available,3.0,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Raj Ratan Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:55,04:00,04h 05m,1100,17 Seats available,4.0,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Hans Travels (I) Private Limited,NON A/C Sleeper (1+2),19:30,00:30,05h 00m,900,25 Seats available,2.7,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
Hans Travels (I) Private Limited,A/C Sleeper (2+1),20:00,23:50,03h 50m,1200,33 Seats available,2.7,https://www.redbus.in/bus-tickets/kanpur-to-jhansi,Kanpur (Uttar Pradesh) to Jhansi
UPSRTC - HDD0005,Janrath AC Seater 2+2,20:45,05:30,08h 45m,789,34 Seats available,4.0,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - SJP0286,Ordinary Non AC Seater 2+3,21:00,04:20,07h 20m,584,52 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - STD0144,Ordinary Non AC Seater 2+3,21:28,06:30,09h 02m,563,52 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - GLA0141,Janrath AC Seater 2+2,21:35,05:05,07h 30m,791,32 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - SJP0288,Ordinary Non AC Seater 2+3,21:45,05:05,07h 20m,584,52 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - LKM0399,Shatabdi AC Seater 2+2,22:15,05:14,06h 59m,768,35 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - STD0072,Janrath AC Seater 2+2,22:40,05:45,07h 05m,768,31 Seats available,3.6,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - KSB0044,Janrath AC Seater 2+2,23:05,05:30,06h 25m,768,36 Seats available,1.4,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - LKM0401,Shatabdi AC Seater 2+2,23:15,06:14,06h 59m,768,33 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - GND0100,Ordinary Non AC Seater 2+3,23:55,08:00,08h 05m,536,52 Seats available,3.3,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:45,05:55,07h 10m,799,23 Seats available,4.4,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),22:45,05:55,07h 10m,799,23 Seats available,,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,Shahjahanpur (Uttar Pradesh) to Delhi
UPSRTC - AWD0064,Janrath AC Seater 2+3,20:31,02:14,05h 43m,534,48 Seats available,3.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - GKD0001,Shatabdi AC Seater 2+2,21:00,02:16,05h 16m,618,41 Seats available,4.6,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - DOR0015,Janrath AC Seater 2+2,21:15,03:11,05h 56m,614,36 Seats available,3.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - CBG0187,Janrath AC Seater 2+2,21:15,04:15,07h 00m,670,36 Seats available,3.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - CBG0195,Janrath AC Seater 2+3,21:16,04:01,06h 45m,578,48 Seats available,3.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - VKS0008,Janrath AC Seater 2+3,21:40,04:30,06h 50m,578,48 Seats available,2.1,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - AWD0065,Janrath AC Seater 2+3,22:01,03:44,05h 43m,534,48 Seats available,1.5,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - FZG0010,Ordinary Non AC Seater 2+3,22:15,04:00,05h 45m,456,52 Seats available,3.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - CBG0219,Janrath AC Seater 2+2,22:30,04:30,06h 00m,670,36 Seats available,3.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - AWD0067,Janrath AC Seater 2+3,22:36,04:19,05h 43m,534,48 Seats available,3.9,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - AWD0066,Janrath AC Seater 2+3,23:01,04:44,05h 43m,534,48 Seats available,3.8,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - AWD0328,Janrath AC Seater 2+3,23:15,05:00,05h 45m,578,48 Seats available,3.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - AWD0131,Janrath AC Seater 2+2,23:30,05:04,05h 34m,618,36 Seats available,3.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - AWD0068,Janrath AC Seater 2+3,23:58,05:43,05h 45m,534,48 Seats available,2.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:00,02:15,06h 15m,480,10 Seats available,5.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:30,03:44,06h 14m,600,1 Seat available,4.2,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:20,23:55,04h 35m,699,1 Seat available,5.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Samay Shatabdi Travels Pvt Ltd,NON A/C Sleeper (2+1),20:30,02:15,05h 45m,599,30 Seats available,4.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:20,01:05,05h 45m,630,13 Seats available,4.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
UPSRTC - BLY0094,Janrath AC Seater 2+2,22:01,05:01,07h 00m,589,33 Seats available,2.9,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
UPSRTC - PLB0044,Ordinary Non AC Seater 2+3,22:45,05:00,06h 15m,402,52 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
UPSRTC - BLY0096,Janrath AC Seater 2+2,23:03,06:01,06h 58m,589,35 Seats available,3.1,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00,02:45,06h 45m,749,10 Seats available,4.0,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,03:50,08h 20m,462,19 Seats available,3.3,https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Kanpur (Uttar Pradesh) to Bareilly
UPSRTC - PLB0076,Ordinary Non AC Seater 2+3,22:01,04:55,06h 54m,529,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
UPSRTC - PLB0329,Ordinary Non AC Seater 2+3,22:02,04:55,06h 53m,529,52 Seats available,,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
UPSRTC - PLB0035,Ordinary Non AC Seater 2+3,22:15,05:29,07h 14m,529,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
UPSRTC - PLB0318,Ordinary Non AC Seater 2+3,22:29,05:44,07h 15m,529,52 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
UPSRTC - PLB0033,Ordinary Non AC Seater 2+3,22:30,05:45,07h 15m,529,52 Seats available,1.0,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
UPSRTC - PLB0005,Shatabdi AC Seater 2+2,23:45,06:30,06h 45m,708,29 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-pilibhit,Delhi to Pilibhit
